"","UserName","Condition","CONFIDENCE.Pre","CONFIDENCE.Post","CONFIDENCE.Change","C.Level.Pre","NewC.Change","C.Change","Timestamp","ActivityNumber","GroupName","GameHalf","GameDay","text","Data","Technical.Constraints","Performance.Parameters","Client.and.Consultant.Requests","Design.Reasoning","Collaboration"
"259","steven z","FirstGame","7","8","1","High.Pre","Pos.Change","Pos.Change","10/10/2013 10:13",11,"Electric","First",24,"the aluminum meet the price range",1,1,0,0,0,0
"260","akash v","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/10/2013 10:14",11,"Electric","First",24,"@Justin Kim: Safety, Agility, and Payload",0,0,1,0,0,0
"261","alexander b","FirstGame","5","7","1","Low.Pre","Pos.Change","Pos.Change","10/10/2013 10:15",11,"Electric","First",24,"I believe safety has to be a high priority because if the product isn't safe, it cannot be very reliable",1,0,1,0,1,0
"262","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/10/2013 10:15",11,"Electric","First",24,"Rescue workers most care about moving - agility, payload, and safety. Hmm.... For some reason my five original prototypes were also evaluated, and I surprisingly like some of the numbers there. One of them was excellent for all attributes except payload, and one was excellent for everything except agility, which actually did meet the minimum.",1,0,1,1,1,0
"263","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/10/2013 10:15",11,"Electric","First",24,"Rescue workers most care about moving - agility, payload, and safety. Hmm.... For some reason my five original prototypes were also evaluated, and I surprisingly like some of the numbers there. One of them was excellent for all attributes except payload, and one was excellent for everything except agility, which actually did meet the minimum.",1,0,1,1,1,0
"264","akash v","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/10/2013 10:16",11,"Electric","First",24,"@Justin Kim: I think this because I feel that those three aspects are most relevent when it is operating in the field and I think the rescue worker really only cares if it works when it is supposed to and would probably pay extra money in order to have so",0,0,0,1,0,0
"265","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/10/2013 10:16",11,"Electric","First",24,"Agility allows them to move well to stay safe and get to whoever or whatever they're rescuing. Payload allows them to actually rescue people.",1,0,1,0,0,0
"266","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/10/2013 10:16",11,"Electric","First",24,"Agility allows them to move well to stay safe and get to whoever or whatever they're rescuing. Payload allows them to actually rescue people.",1,0,1,0,0,0
"267","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/10/2013 10:17",11,"Electric","First",24,"I thought that safety near the maximum was not very good (close to 225 - one had 218 RPN), but other than that I was fine with the safety as long as it was around 200 or lower.",1,0,1,0,0,0
"268","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/10/2013 10:17",11,"Electric","First",24,"I thought that safety near the maximum was not very good (close to 225 - one had 218 RPN), but other than that I was fine with the safety as long as it was around 200 or lower.",1,0,1,0,0,0
"269","akash v","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/10/2013 10:18",11,"Electric","First",24,"@Brandon: Ya I agree. I think we need to find a way to increase payload for our next tests",0,0,1,0,0,0
"270","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/10/2013 10:19",11,"Electric","First",24,"It was fairly successful. We discovered what was good or bad about our prototypes. Agility and payload were issues for opposite reasons.",0,0,1,0,1,0
"271","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/10/2013 10:19",11,"Electric","First",24,"It was fairly successful. We discovered what was good or bad about our prototypes. Agility and payload were issues for opposite reasons.",0,0,1,0,1,0
"272","steven z","FirstGame","7","8","1","High.Pre","Pos.Change","Pos.Change","10/10/2013 10:20",11,"Electric","First",24,"I just wrote the same thing in my notebook. Increase the payload and decrease the agility which increases the recharge interval and decreases the price at the same time.",0,0,1,0,0,0
"273","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/10/2013 10:20",11,"Electric","First",24,"Payload and recharge are almost opposites. None of the prototypes we submitted were good at both.",0,0,1,0,1,0
"274","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/10/2013 10:20",11,"Electric","First",24,"Payload and recharge are almost opposites. None of the prototypes we submitted were good at both.",0,0,1,0,1,0
"275","steven z","FirstGame","7","8","1","High.Pre","Pos.Change","Pos.Change","10/10/2013 10:21",11,"Electric","First",24,"Yes, but decreasing the agility because we have a it of excessive agility taking into account what the consultants said.",0,0,1,1,0,0
"276","akash v","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/10/2013 10:21",11,"Electric","First",24,"@Justin Kim: We now know how some of the components add up when put together",0,0,0,0,0,0
"277","alexander b","FirstGame","5","7","1","Low.Pre","Pos.Change","Pos.Change","10/10/2013 10:22",11,"Electric","First",24,"Also we know how each component is related to each other",0,0,0,0,0,0
"278","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/10/2013 10:22",11,"Electric","First",24,"ROM heavily affects the price and recharge because it adds sensors and actuators.",0,1,0,0,0,0
"279","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/10/2013 10:22",11,"Electric","First",24,"ROM heavily affects the price and recharge because it adds sensors and actuators.",0,1,0,0,0,0
"280","steven z","FirstGame","7","8","1","High.Pre","Pos.Change","Pos.Change","10/10/2013 10:24",11,"Electric","First",24,"sure thing and have a good weekend yourself",0,0,0,0,0,0
"281","akash v","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/10/2013 10:26",11,"Electric","First",24,"Good Meeting team",0,0,0,0,0,1
"282","steven z","FirstGame","7","8","1","High.Pre","Pos.Change","Pos.Change","10/15/2013 9:31",11,"Electric","First",29,"justin, does it look like i am missing or behind on anything",0,0,0,0,0,0
"283","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/15/2013 9:34",11,"Electric","First",29,"@Justin Kim: What is the presentation supposed to include, and is it a PowerPoint or something else? Is it a team project?",0,1,0,0,0,1
"284","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/15/2013 9:34",11,"Electric","First",29,"@Justin Kim: What is the presentation supposed to include, and is it a PowerPoint or something else? Is it a team project?",0,1,0,0,0,1
"285","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/15/2013 9:35",11,"Electric","First",29,"I've read the ""Presentation Outline"" resource, but it's a bit vague. What IS the problem, making a functional exoskeleton?",1,0,0,0,1,0
"286","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/15/2013 9:35",11,"Electric","First",29,"I've read the ""Presentation Outline"" resource, but it's a bit vague. What IS the problem, making a functional exoskeleton?",1,0,0,0,1,0
"287","akash v","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/15/2013 9:36",11,"Electric","First",29,"Is it a group poster?",0,0,0,0,0,1
"288","christian x","FirstGame","4","4","0","Low.Pre","No.Change","Neg.Change","10/15/2013 9:37",11,"Electric","First",29,"@Justin Kim: No.I got an email from Vedant telling me he witnessed my last worklog and I haven't gotten anything else.",0,0,0,0,0,0
"289","akash v","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/15/2013 9:40",11,"Electric","First",29,"@Justin Kim: So we get assigned a new group sometime soon?",0,0,0,0,0,1
"290","steven z","FirstGame","7","8","1","High.Pre","Pos.Change","Pos.Change","10/15/2013 9:51",11,"Electric","First",29,"Hey my presentation resources do not work/open",0,0,0,0,0,0
"291","steven z","FirstGame","7","8","1","High.Pre","Pos.Change","Pos.Change","10/15/2013 9:52",11,"Electric","First",29,"the whole page seems its about to like crash again",0,0,0,0,0,0
"292","christian x","FirstGame","4","4","0","Low.Pre","No.Change","Neg.Change","10/15/2013 9:55",11,"Electric","First",29,"@Justin Kim: I was working on the next step and the resources page won't open.",0,0,0,0,0,0
"293","akash v","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/15/2013 9:56",11,"Electric","First",29,"@Brandon: Are you working on your presentation? If you are how long do think each section should be?",0,0,0,0,0,0
"294","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/15/2013 9:58",11,"Electric","First",29,"@Akash: I'm evaluating and comparing prototypes right now, since that's a main part of the presentation.",0,0,0,0,1,0
"295","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/15/2013 9:58",11,"Electric","First",29,"@Akash: I'm evaluating and comparing prototypes right now, since that's a main part of the presentation.",0,0,0,0,1,0
"296","akash v","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/15/2013 9:59",11,"Electric","First",29,"@Justin Kim: When is this presentation due?",0,0,0,0,0,0
"297","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/15/2013 10:19",11,"Electric","First",29,"@Justin Kim: Thank you for working with us these weeks.",0,0,0,0,0,0
"298","brandon l","FirstGame","5","6","1","Low.Pre","Pos.Change","Pos.Change","10/15/2013 10:19",11,"Electric","First",29,"@Justin Kim: Thank you for working with us these weeks.",0,0,0,0,0,0
"299","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","9/17/2013 9:46",1,"Hydraulic","First",1,"Okay, thanks!",0,0,0,0,0,0
"300","arden f","FirstGame","5","7","1","Low.Pre","Pos.Change","Pos.Change","9/17/2013 10:00",1,"Hydraulic","First",1,"Greetings everyone! My name is Arden, and I am looking forward to working with all of you.",0,0,0,0,0,0
"301","margaret n","FirstGame","4","7","3","Low.Pre","Pos.Change","Pos.Change","9/17/2013 10:03",1,"Hydraulic","First",1,"@Nassim Tehrani: Hi, team. You can call me Maggie.",0,0,0,0,0,1
"302","connor f","FirstGame","6","6","0","High.Pre","No.Change","Neg.Change","9/17/2013 10:05",1,"Hydraulic","First",1,"Hello team, I'm Connor, looking forward to working with you all.",0,0,0,0,0,1
"303","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","9/17/2013 10:06",1,"Hydraulic","First",1,"Hello!  I am Jordan.  I am excited to make real engineering decisions.",0,0,0,0,1,0
"304","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","9/17/2013 10:11",1,"Hydraulic","First",1,"@Nassim Tehrani: Hi team, I am okay with Jimmy and am looking forward to getting started.",0,0,0,0,0,1
"305","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","9/19/2013 10:21",3,"Hydraulic","First",3,"What kind of citation should there be for sources?  Is it only necessary to include a title and location of the article?  Is it necessary to use a standard citation format such as APA?",1,0,0,0,0,0
"306","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","9/23/2013 23:44",3,"Hydraulic","First",7,"@Nassim Tehrani: I still have not received any sort of email",0,0,0,0,0,0
"307","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","9/24/2013 9:34",3,"Hydraulic","First",8,"@Nassim Tehrani: My notebook was submitted on Thursday. I completed it last Tuesday but did not click submit. On Thursday I clicked the submit and it has a check in the ""Submitted"" box with the time stamp 9/19/13 09:54:33. However, I still have not receiv",1,0,0,0,0,0
"308","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","9/24/2013 9:35",3,"Hydraulic","First",8,"@Nassim Tehrani:  My notebook entry was submitted on Thursday. I finished the entry on Tuesday but did click submit until Thursday. There is a check in the box labeled ""Submitted"" with the time stamp 9/19/13 09:54:33. However, I still have not received an",1,0,0,0,0,0
"309","arden f","FirstGame","5","7","1","Low.Pre","Pos.Change","Pos.Change","9/24/2013 9:40",3,"Hydraulic","First",8,"Hey everyone, I apologize for the random notes in the shared space.  In trying to figure out a way to work around technical difficulties, I was testing things with various notebook entries and I am now unable to ""unshare"" them.",0,0,0,0,0,1
"310","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","9/24/2013 9:50",3,"Hydraulic","First",8,"@Nassim Tehrani: My notebook entry was submitted on Thursday. I finished the entry on Tuesday but did not see the submit button until Thursday. There is a check in the ""Submitted"" box with the time stamp 9/19/2013 9:54:33. A minute after that I received a",1,0,0,0,0,0
"311","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","9/24/2013 9:50",3,"Hydraulic","First",8,"@Nassim Tehrani: My notebook entry was submitted on Thursday. I finished the entry on Tuesday but did not see the submit button until Thursday. There is a check in the ""Submitted"" box with the time stamp 9/19/2013 9:54:33. A minute after that I received a",1,0,0,0,0,0
"312","arden f","FirstGame","5","7","1","Low.Pre","Pos.Change","Pos.Change","9/24/2013 9:51",3,"Hydraulic","First",8,"@Nassim Tehrani: Is there a way for me to receive the steps after the summary notebook entry step prior to submitting the notebook entry? I have discovered that my ""Submit Notebook Entry"" button is not always present, and I would like to get caught up thi",0,0,0,0,0,0
"313","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","9/24/2013 9:55",3,"Hydraulic","First",8,"@Nassim Tehrani: My notebook entry was submitted on Thursday. I finished the entry on Tuesday but did not see the submit button until Thursday. There is a check in the ""Submitted"" box with the time stamp 9/19/2013 9:54:33. A minute after that I received a",1,0,0,0,0,0
"314","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","9/24/2013 9:55",3,"Hydraulic","First",8,"@Nassim Tehrani: My notebook entry was submitted on Thursday. I finished the entry on Tuesday but did not see the submit button until Thursday. There is a check in the ""Submitted"" box with the time stamp 9/19/2013 9:54:33. A minute after that I received a",1,0,0,0,0,0
"315","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","9/24/2013 9:57",3,"Hydraulic","First",8,"Sorry about the all the messages, my program was not cooperating and did not show them as sent.",0,0,0,0,0,0
"316","arden f","FirstGame","5","7","1","Low.Pre","Pos.Change","Pos.Change","9/24/2013 10:03",3,"Hydraulic","First",8,"@Nassim Tehrani: I'm sorry, I only received all of the background information this morning, and I am still trying to put together my notebook entry summary.  But my problem is that when I was trying to get caught up over the weekend, I was unable to submi",0,0,0,0,0,0
"317","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","9/24/2013 10:05",3,"Hydraulic","First",8,"I have just received the first worklog entry and am going to do a lot of catch up.",0,0,0,0,0,0
"318","arden f","FirstGame","5","7","1","Low.Pre","Pos.Change","Pos.Change","9/24/2013 10:06",3,"Hydraulic","First",8,"succeeding steps*",0,0,0,0,0,0
"319","arden f","FirstGame","5","7","1","Low.Pre","Pos.Change","Pos.Change","9/24/2013 10:06",3,"Hydraulic","First",8,"So because we need to be able to submit entries to receive the succeeding, and the ""Submit Notebook Entry"" button is not always present, I was wondering if there were any work around so that I may be able to get caught up if I cannot advance in the intended way.",0,0,0,0,0,0
"320","margaret n","FirstGame","4","7","3","Low.Pre","Pos.Change","Pos.Change","9/24/2013 10:06",3,"Hydraulic","First",8,"@Arden",0,0,0,0,0,0
"321","margaret n","FirstGame","4","7","3","Low.Pre","Pos.Change","Pos.Change","9/24/2013 10:07",3,"Hydraulic","First",8,"@Arden Are you using chrome or firefox. I was having the same problem but when i started using chrome it fixed everything.",0,0,0,0,0,0
"322","arden f","FirstGame","5","7","1","Low.Pre","Pos.Change","Pos.Change","9/24/2013 10:10",3,"Hydraulic","First",8,"I have tried using both browsers, and I agree that Chrome seems to work better than Firefox with some things, but the problems I am describing I have had in both browsers.",0,0,0,0,1,0
"323","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","9/24/2013 10:14",3,"Hydraulic","First",8,"@Nassim Tehrani: I have sent two staff page notebook entries regarding submission",0,0,0,0,0,0
"324","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","9/24/2013 10:22",3,"Hydraulic","First",8,"All is good. I am reading up on the material and will be caught up as soon as possible.",1,1,0,0,0,0
"325","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","9/24/2013 10:24",4,"Hydraulic","First",8,"I have a question on the battery and control sensor articles--in the tables at the end, what is risk priority number?",1,1,0,0,1,0
"326","arden f","FirstGame","5","7","1","Low.Pre","Pos.Change","Pos.Change","9/24/2013 10:26",3,"Hydraulic","First",8,"@Nassim Tehrani: Alrighty, thank you, I appreciate the help, and I'm sorry for sharing all of the headaches! Unfortunately, I have to run to my next class, but I  will be trying to get caught up all week.",0,0,0,0,0,0
"327","arden f","FirstGame","5","7","1","Low.Pre","Pos.Change","Pos.Change","9/24/2013 15:24",3,"Hydraulic","First",8,"@Nassim Tehrani: I apologize, I had to run to my next class earlier today. I will get those completed.",0,0,0,0,0,0
"328","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","9/27/2013 17:30",4,"Hydraulic","First",11,"Has everybody received that email from Vedanta about the revised project schedule? Because I have not",0,0,0,0,0,0
"329","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","9/28/2013 20:15",4,"Hydraulic","First",12,"@Jimmy: There is no revised project schedule, only an email about the purposes of worklogs and notebooks, and other related subjects.  The project schedule is at Resources -> Gantt Chart.",0,0,0,0,0,0
"330","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","9/29/2013 12:35",4,"Hydraulic","First",13,"@Jordan: Oh alright, I wasn't sure what email Prof Tyler was referring to",0,0,0,0,0,0
"331","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/1/2013 9:33",4,"Hydraulic","First",15,"I do not.",0,0,0,0,0,0
"332","arden f","FirstGame","5","7","1","Low.Pre","Pos.Change","Pos.Change","10/1/2013 9:34",4,"Hydraulic","First",15,"Yes, I understand the deadlines, but I was wondering what we should do if we cannot meet those submission deadlines due to not being able to submit notebook entries.",0,0,0,0,0,0
"333","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","10/1/2013 9:34",4,"Hydraulic","First",15,"I have no questions as well",0,0,0,0,0,0
"334","arden f","FirstGame","5","7","1","Low.Pre","Pos.Change","Pos.Change","10/1/2013 9:35",4,"Hydraulic","First",15,"It seems as if the ""submit"" button is only present when I am in class, but not at any other time.",0,0,0,0,0,0
"335","arden f","FirstGame","5","7","1","Low.Pre","Pos.Change","Pos.Change","10/1/2013 9:35",4,"Hydraulic","First",15,"I have started saving all of my work outside of this system, and I was wondering if there were another way I could submit my work.",0,0,0,0,0,0
"336","margaret n","FirstGame","4","7","3","Low.Pre","Pos.Change","Pos.Change","10/1/2013 9:39",4,"Hydraulic","First",15,"@Nassim Tehrani: I do not have any questions The email was very informative. Thank you.",0,0,0,0,0,0
"337","connor f","FirstGame","6","6","0","High.Pre","No.Change","Neg.Change","10/1/2013 9:40",4,"Hydraulic","First",15,"@Nassim Tehrani: When will we have our first team meeting?",0,0,0,0,0,1
"338","connor f","FirstGame","6","6","0","High.Pre","No.Change","Neg.Change","10/1/2013 9:47",5,"Hydraulic","First",15,"The graphs illustrated the strengths and weaknesses of the power sources and control sensors.",1,1,0,0,0,0
"339","margaret n","FirstGame","4","7","3","Low.Pre","Pos.Change","Pos.Change","10/1/2013 9:48",5,"Hydraulic","First",15,"@Nassim Tehrani: It showed the different factors that effect the exoskeleton and ranked each factor comparing them to the different control sensors or power sources.",0,1,0,0,1,0
"340","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","10/1/2013 9:49",5,"Hydraulic","First",15,"They all had both advantages and disadvantages. There was no ""obvious"" best choice.",0,0,0,0,1,0
"341","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","10/1/2013 9:49",5,"Hydraulic","First",15,"The graphs indicated the properties of all the different options and made a comparable visual illustration to make an informed decision on which combination to use.",1,0,0,0,1,0
"342","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/1/2013 9:49",5,"Hydraulic","First",15,"The graphs detailed what aspects of power sources and control sensors are important--namely, the numerical data.",1,1,0,0,0,0
"343","connor f","FirstGame","6","6","0","High.Pre","No.Change","Neg.Change","10/1/2013 9:51",5,"Hydraulic","First",15,"I suggested using cadmium batteries with piezoelectric sensors, together they make a strong combination of payload and agility while keeping costs in a moderate range and having strong battery life.",1,1,1,0,0,0
"344","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/1/2013 9:51",5,"Hydraulic","First",15,"It became apparent to me that Nickel Cadmium batteries are superior to the other choices in most ways--they have the lowest cost and best agility and payload, and an average RPN and recharge interval.  (PFC has a longer recharge interval and lower RPN but is expensive and has worse physical capabilities.)  In other words, three of its qualities were superior to the other power sources' and two were average, giving it an overall above-average rating.",1,1,1,0,1,0
"345","connor f","FirstGame","6","6","0","High.Pre","No.Change","Neg.Change","10/1/2013 9:54",5,"Hydraulic","First",15,"I agree but would like to look into the ecological impact of Nickel Cadmium. The resources stated that Cadmium is a highly  toxic metal and can be dangerous.",1,1,0,0,0,0
"346","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","10/1/2013 9:55",5,"Hydraulic","First",15,"I chose to prioritize Payload and Safety when it came to control sensors, and I chose the Lithium Polymer battery over the Nickel Cadmium because of the ecological impact that Connor mentioned",0,1,1,0,1,0
"347","margaret n","FirstGame","4","7","3","Low.Pre","Pos.Change","Pos.Change","10/1/2013 9:56",5,"Hydraulic","First",15,"Agility and safety were attributes I found most important. The users of the exoskeletons shouldn't have to worry about things breaking down or the exoskeleton not responding when they are on a first respond team.",0,0,1,1,1,1
"348","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/1/2013 9:56",5,"Hydraulic","First",15,"I somewhat prioritized physical capabilities (payload and agility), although I mostly just evaluated each of the five qualities equally.",0,0,1,0,1,0
"349","connor f","FirstGame","6","6","0","High.Pre","No.Change","Neg.Change","10/1/2013 9:57",5,"Hydraulic","First",15,"I believed that agility and recharge interval are very important attributes when in a disaster-rescue situation. The exoskeleton must be agile in order to ensure safety of the operator and having a good recharge interval will help the rescuer spend more time in the field.",0,0,1,0,1,0
"350","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/1/2013 9:57",5,"Hydraulic","First",15,"@Margaret: That is a very good point, that the RescuShell is meant to protect the user from injury and should therefore be free of most internal dangers.",0,0,0,1,0,0
"351","connor f","FirstGame","6","6","0","High.Pre","No.Change","Neg.Change","10/1/2013 10:00",5,"Hydraulic","First",15,"It would not look very good for Rescutek if our operators themselves get injured, so we should make protecting the operator a top priority.",0,0,0,0,1,0
"352","margaret n","FirstGame","4","7","3","Low.Pre","Pos.Change","Pos.Change","10/1/2013 10:01",5,"Hydraulic","First",15,"That was my thought exactly.",0,0,0,0,0,0
"353","connor f","FirstGame","6","6","0","High.Pre","No.Change","Neg.Change","10/1/2013 10:03",5,"Hydraulic","First",15,"I suggest we begin design procedures on a prototype.",0,0,0,0,1,0
"354","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/1/2013 10:03",5,"Hydraulic","First",15,"I would assign us to come to a group conclusion of a combination of control sensor and power source to test or prototype in some way.",0,1,0,0,1,1
"355","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/1/2013 10:04",5,"Hydraulic","First",15,"If there are parts of the RescuShell that have yet to be considered, though, I think it would be good to research those too.",0,0,0,0,0,0
"356","connor f","FirstGame","6","6","0","High.Pre","No.Change","Neg.Change","10/1/2013 10:05",5,"Hydraulic","First",15,"@Jordan I agree",0,0,0,0,0,0
"357","arden f","FirstGame","5","7","1","Low.Pre","Pos.Change","Pos.Change","10/1/2013 10:07",5,"Hydraulic","First",15,"Similar to what Jordan said, I think that we should do more research.  We could learn more about the materials of our exoskeleton, or perhaps the actuators and how the sensors send the signals to the computer to the actuators.  Maybe read up on different types of actuators similar to what was done with the batteries and sensors?",0,1,0,0,1,0
"358","connor f","FirstGame","6","6","0","High.Pre","No.Change","Neg.Change","10/1/2013 10:11",5,"Hydraulic","First",15,"We can look into what makes the power sources and control sensors work and see if we can improve their designs or modify them so that they work better with our exoskeleton.",0,1,0,0,1,0
"359","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/1/2013 10:12",5,"Hydraulic","First",15,"@Connor: Can the power sources and control sensors be modified?",0,1,0,0,0,0
"360","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","10/1/2013 10:15",5,"Hydraulic","First",15,"If the power sources and control sensors can be modified, then the possibilities for our design are more plentiful",0,1,0,0,1,0
"361","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/1/2013 10:15",5,"Hydraulic","First",15,"I think we're about ready to finish.",0,0,0,0,0,0
"362","margaret n","FirstGame","4","7","3","Low.Pre","Pos.Change","Pos.Change","10/1/2013 10:15",5,"Hydraulic","First",15,"We could conduct research and find out. But I'm pretty it isn't possible since each power source and control sensor each have completely different systems.",0,1,0,0,0,0
"363","jimmy i","FirstGame","5","8","2","Low.Pre","Pos.Change","Pos.Change","10/1/2013 10:16",5,"Hydraulic","First",15,"Agreed.",0,0,0,0,0,0
"364","connor f","FirstGame","6","6","0","High.Pre","No.Change","Neg.Change","10/1/2013 10:17",5,"Hydraulic","First",15,"I agree, good meeting everyone!",0,0,0,0,0,1
"365","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/1/2013 10:25",5,"Hydraulic","First",15,"This is a really lame question, but how do I make the chat bar small again, now that we're done with the meeting?",0,0,0,0,0,1
"366","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/1/2013 10:26",5,"Hydraulic","First",15,"@Nassim Tehrani: Thanks.  (I had no idea you had control over that.)",0,0,0,0,0,0
"367","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/1/2013 11:47",6,"Hydraulic","First",15,"@Nassim Tehrani: Is there any way to edit a Notebook after saving it?  Sometimes I forget to put the correct time before saving it, and then there is no edit button--only ""Submit"" and ""New Notebook"", so I submit an additional Notebook with the correct tim",0,0,0,0,0,0
"368","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/1/2013 11:47",6,"Hydraulic","First",15,"@Nassim Tehrani: Is there any way to edit a Notebook after saving it?  Sometimes I forget to put the correct time before saving it, and then there is no edit button--only ""Submit"" and ""New Notebook"", so I submit an additional Notebook with the correct tim",0,0,0,0,0,0
"369","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/1/2013 11:47",6,"Hydraulic","First",15,"@Nassim Tehrani: Is there any way to edit a Notebook after saving it?  Sometimes I forget to put the correct time before saving it, and then there is no edit button--only ""Submit"" and ""New Notebook"", so I submit an additional Notebook with the correct tim",0,0,0,0,0,0
"370","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/1/2013 11:48",6,"Hydraulic","First",15,"(And sorry, I have no idea why it submitted that message three times!)",0,0,0,0,0,0
"371","jordan l","FirstGame","6","8","2","High.Pre","Pos.Change","Pos.Change","10/2/2013 15:35",6,"Hydraulic","First",16,"@Nassim Tehrani: So would you recommend not submitting the incorrect one, copying and pasting it into a new one, fixing it, and submitting only that new one?",0,0,0,0,0,0
"372","margaret n","FirstGame","4","7","3","Low.Pre","Pos.Change","Pos.Change","10/3/2013 9:38",6,"Hydraulic","First",17,"Good morning, everybody.",0,0,0,0,0,0
"373","margaret n","FirstGame","4","7","3","Low.Pre","Pos.Change","Pos.Change","10/3/2013 9:48",7,"Hydraulic","First",17,"Are we each going to research the same consultant?",0,0,0,1,0,0
"374","margaret n","FirstGame","4","7","3","Low.Pre","Pos.Change","Pos.Change","10/3/2013 9:49",7,"Hydraulic","First",17,"Okay. I will do my research based on the requests of Meredith Yamasaki-Nolan.",0,0,0,1,0,0
